191.04	1.1261e-08	6.2819	62.822	-7.0892	242.8	11.943
192.83	0.0046371	3.7041	47.55	-11.374	236.13	3.6151
195.73	1.5095e-08	4.6052	68.272	-13.599	245.01	6.0618
197.44	1.6906e-10	1.919	64.158	-9.6508	267.85	-5.1481
200.73	2.6421e-09	4.6823	61.459	-10.807	259.22	1.1302
203.48	5.1403e-07	1.81	61.264	-10.849	243.01	0.75439
205.65	3.7292e-08	3.8223	52.756	-15.689	252.74	-5.6633
246.04	3.8541e-10	0.53183	63.769	-10.52	244.95	27.053
246.63	3.5905e-10	4.3597	69.587	-11.756	251.48	3.6377
248.93	1.4891e-09	3.9466	60.989	-9.5075	258.78	-10.524
254.76	5.7033e-09	0.63234	83.387	-11.14	244.92	7.8048
257.22	1.6697e-06	5.5898	50.254	-12.489	236.27	-9.6218
260.78	7.0964e-10	4.7719	53.369	-8.3754	254.42	-19.047
264.39	8.3261e-12	3.814	60.476	-8.3027	240.94	-28.856
270.96	4.4304e-12	1.0954	68.822	-12.49	243.59	-9.6632
274.96	4.8507e-12	1.4152	80.124	-7.2018	240.68	-18.574
281.71	2.838e-10	1.3499	58.142	-12.12	256.23	-0.46755
287.53	3.6212e-10	1.0423	54.223	-15.313	253.38	7.1907
291	2.0444e-10	2.4718	85.425	-11.089	238.13	-9.0976
298.41	2.335e-09	0.62234	68.274	-12.676	241.99	12.286
301.94	6.7624e-11	1.8707	78.961	-14.266	246.9	-4.9122
303.04	8.0475e-12	1.1881	70.057	-10.199	259.48	-59.59
312.93	5.5829e-10	1.8908	68.877	-11.631	242.34	-2.9332
317.53	6.9273e-12	5.9712	67.484	-9.2891	234.61	-11.748
325.49	2.6383e-13	3.3524	64.078	-11.52	253.43	11.933
329.29	7.1859e-10	3.4809	62.357	-11.86	236.59	-5.7321
335.03	1.6487e-08	1.8072	55.1	-10.138	242.58	-4.9242
381.75	9.9273e-14	0.99948	75.035	-12.162	242.65	-22.72
385.23	3.8135e-13	3.0697	68.105	-12.587	236.23	-15.89
389.63	7.1547e-09	4.0813	55.269	-11.526	236.27	-6.0908
393.59	1.9468e-10	2.2224	59.148	-11.929	246.2	-2.7844
395.44	3.5242e-13	6.2459	62.335	-6.8716	255.29	-22.449
400.13	1.0548e-12	5.1683	75.422	-10.702	232.46	-13.561
407.01	6.9031e-13	1.6247	70.727	-12.984	246.52	13.718
409.21	1.64e-10	2.5327	65.93	-6.8766	238.76	-4.3936
413.59	8.3414e-11	6.1351	72.676	-11.658	237.97	-2.483
419.23	1.6842e-11	6.1019	68.822	-11.466	243.43	10.659
421.76	2.8508e-11	5.7902	63.324	-10.179	234.52	-6.1702
554.32	1.5944e-16	1.7069	66.845	-12.6	258.85	-12.02
559.77	2.9756e-15	5.2924	60.103	-9.3321	262.72	17.061
558.7	4.414e-16	1.4075	63.46	-11.926	240.18	-19.192
562.27	4.4116e-17	0.93843	74.52	-12.92	254.68	-11.301
563.64	1.073e-15	1.9854	67.777	-7.3207	250.58	-23.914
567.82	3.8675e-16	0.59277	65.554	-12.138	238.62	-9.6221
570.87	2.5789e-15	4.6016	71.685	-9.6906	247.66	-6.9333
574.16	9.3426e-14	0.54934	75.772	-7.5299	241.34	-1.837
574.58	8.2738e-17	2.8169	73.088	-14.574	261.35	-26.298
577.78	8.3389e-18	6.1234	77.755	-12.337	237.05	-19.457
584.91	2.113e-16	0.89209	61	-15.001	251.99	21.585
585.1	1.6058e-15	0.49488	78.684	-12.032	232.27	-3.2419
