220.77	3.2458e-10	1.9879	324.86	-6.855	144.86	7.2029
223.82	3.4496e-08	2.2249	327.6	-6.3329	147.74	6.2619
227.27	6.4704e-09	6.0576	319.96	-0.49286	134.16	3.2284
231.51	7.2044e-10	0.22971	335.09	-3.5869	152.3	2.3709
235.55	4.4884e-10	0.41741	332.94	-3.4104	133.17	0.76259
240.04	1.0795e-10	2.7013	327.65	-9.3545	175.82	2.3479
243.67	3.9057e-10	4.8289	314.34	-0.51886	148.76	19.005
248.78	2.6792e-10	1.1184	340.3	-5.4268	171.57	-2.4482
253.57	1.377e-10	3.647	339.92	-2.4083	146.59	-0.63011
258.7	5.4232e-10	0.073007	344.71	0.0033538	172.06	12.683
263.09	1.1603e-10	3.6549	313.9	-3.2056	153.52	-4.5583
268.8	1.8156e-11	4.5249	325.78	-2.6637	141.1	-12.191
272.64	6.1623e-11	4.6371	317.19	-1.3355	133.5	2.7437
278.05	5.7486e-12	3.5872	323.73	-3.8596	161.1	-6.858
407.32	1.4602e-12	1.5627	326.64	-1.7048	160.46	21.134
410.76	7.5442e-12	5.2615	304.53	-3.0311	144.29	-18.044
413.18	2.6985e-11	1.7052	321.28	-4.2184	143.97	0.72506
544.27	3.7511e-16	1.3717	322.77	-5.6733	158.76	-18.136
548.73	8.8788e-14	2.1914	324.76	-0.39786	140.05	-12.7
550.52	8.1252e-16	5.065	322.89	-0.1335	156.54	30.888
553.32	2.5092e-15	0.78565	309.13	-7.1141	139.05	5.8696
556.13	8.3452e-16	2.4981	306.19	-4.8584	137.18	9.6972
559.03	6.1961e-14	1.6276	309	-8.6504	163.25	-17.02
563.65	8.6782e-15	0.92697	308.24	-3.9801	138.45	-3.6468
566.65	7.5879e-16	4.2774	323.75	-7.1489	141.94	-0.51791
570.13	6.8629e-15	4.3254	313.12	-7.0632	146.15	-6.3872
573.12	9.7864e-15	1.1457	304.14	-7.0001	138.72	3.2732
576.88	1.8648e-15	0.26026	314.04	-7.4872	157.92	4.1359
579.83	4.9639e-15	6.1913	317.54	-1.0604	146.27	13.31
583.54	5.4141e-15	0.74036	313.69	-3.5655	146.25	2.5413
586.9	1.0728e-15	5.8166	311.76	-2.2864	144.81	5.044
590.45	1.0727e-15	3.6869	299.72	-8.3566	129.17	0.96548
593.97	2.7471e-16	4.1562	316.45	-1.2922	158.61	-5.1096
597.09	1.2958e-15	3.1214	314.92	-5.2339	124.41	3.6608
601.02	4.9237e-16	6.2705	305.75	-4.5402	158.34	-5.8144
603.63	1e-16	0.045109	312.86	-4.0431	132.75	9.0892
608.38	5.0732e-16	1.4214	311.08	-4.8796	153.88	8.5775
611.99	1.1851e-16	1.0899	317.71	-4.4296	145.68	-3.185
615.53	1e-16	0.031935	307.69	-2.1892	147.53	-5.0623
619.27	2.2616e-16	4.9811	330.3	-3.1346	145.77	-4.5743
622.41	1.2947e-16	3.1742	343.85	-3.2939	142.35	3.6521
626.25	1e-16	1.6832	312.16	-5.5455	163	-0.78597
630.12	1.8862e-15	2.5171	317.27	-6.7109	161.14	3.2907
633.36	1e-16	1.5185	319.36	-3.6148	150.85	11.118
636.91	1e-16	5.1993	302.72	-6.1767	139.97	6.2805
640.95	1e-16	4.2916	310.54	-7.139	149.48	-0.83021
644.55	1.9561e-16	2.1996	315.87	-2.9726	157.96	-2.2543
806.38	1e-16	4.153	311.44	-6.1253	152.59	6.9655
808.99	1e-16	1.4558	309.65	-3.1233	154.71	-15.093
812.24	1e-16	5.0355	308.78	-5.1741	149.04	4.8355
816.89	1e-16	3.0453	313.26	-4.3037	137.19	-15.841
819.43	1e-16	1.1981	321.82	-2.8431	139.38	0.17443
823.34	1e-16	5.1463	329.26	-4.9555	141.74	-2.7682
825.01	1e-16	6.1728	301.2	-1.4377	129.92	19.216
830.91	1e-16	3.0605	301.27	-5.8086	141.79	-0.41721
834.88	1e-16	6.1285	325.39	-5.7029	151.2	-2.5448
838.98	1e-16	0.043808	311.33	-8.0494	133.83	-1.2722
842.98	1e-16	4.2879	324.13	-5.9061	158.25	1.054
847.28	1e-16	4.2222	301.78	-6.0759	155.05	27.154
851.25	1e-16	1.0728	325.36	-5.2526	150.67	-0.085372
856.79	1e-16	3.2202	314.88	-4.7063	126.69	-11.334
860.6	1e-16	0.57039	310.3	-0.90074	132.39	-9.8711
862.41	1e-16	1.0822	322.32	-4.9733	134.82	20.559
867.91	1e-16	6.2352	326.75	-7.0187	147.26	12.834
872.54	1e-16	5.4526	318.2	-6.6332	154.82	-4.9291
1073.8	1e-16	5.7149	306.57	-5.1086	153.05	36.535
1076.3	1e-16	3.1105	320.32	-7.0892	141.47	4.2935
1079.6	1e-16	3.579	309.53	-3.7241	156.17	0.50976
1082.7	1e-16	5.9385	317.76	-8.8594	158.28	-3.7873
1086.5	1e-16	1.4386	311.19	-3.5576	139	-5.6805
1090.1	1e-16	0.1224	310.89	-5.6942	140.23	-7.8375
1093.1	1e-16	3.3162	309.12	-4.4453	157.93	0.62885
1096.9	1e-16	0.93205	303.22	-1.8851	140.59	-7.1778
1100.5	1e-16	3.6297	315.6	-2.3141	164.41	4.3873
1103.1	1e-16	3.8185	303.68	-4.9887	135.46	7.8237
1107.5	1e-16	0.99392	312.92	-6.76	124.36	-0.37317
1111	1e-16	3.7768	318.28	-6.5502	150.02	6.127
1115.3	1e-16	5.9722	324.08	-0.71571	145.14	-13.43
1118.6	1e-16	4.4013	316.4	-6.4484	150.56	8.7987
1120.7	1e-16	3.7201	335.32	-2.8061	125.64	12.413
1126.4	1e-16	1.4651	304.61	-6.6422	143.27	-8.7964
1127.7	1e-16	1.1675	299.58	-0.2978	133.65	27.527
1133.8	1e-16	1.853	306.67	-2.4713	155.68	-0.82821
1137	1e-16	0.36258	305.13	-4.1323	143.52	14.289
1141.1	1e-16	4.3252	315.8	-0.73379	128.02	4.188
1145.5	1e-16	0.15168	314.38	-1.2595	146.34	-5.6207
1149.1	1e-16	6.0452	292.13	-0.44813	153.44	-15.355
1152.9	1e-16	0.82931	305.6	-2.0262	156.38	-17.711
1157	1e-16	5.6959	302.64	-1.8239	131.6	2.3493
1160.4	1e-16	5.9801	304.63	-3.1064	126.39	6.322
1165	1e-16	6.0747	333.72	-4.3901	142.82	4.7149
1169.3	1e-16	2.4385	303.88	-5.1458	151.84	5.4819
1173.2	1e-16	1.9066	306.94	-7.7477	136.96	-0.11536
1177.4	1e-16	5.9309	307.87	-3.0748	154.08	49.316
